Date, Close/Last, Volume, Open, High, Low
06/02/2020, 2755.69, 0, 2757.1, 2758.79, 2705.91
06/01/2020, 2744.67, 0, 2715.32, 2762.9, 2714.93
05/29/2020, 2713.84, 0, 2676.93, 2715.33, 2641.93
05/28/2020, 2674.89, 0, 2721.88, 2752.56, 2670.08
05/27/2020, 2717.12, 0, 2722.97, 2723.82, 2600.26
05/26/2020, 2705.35, 0, 2776.2, 2777.79, 2703.88
05/22/2020, 2707.09, 0, 2691.25, 2707.09, 2671.94
05/21/2020, 2687.79, 0, 2692.93, 2699.74, 2642.78
05/20/2020, 2696.43, 0, 2684.09, 2715.77, 2669.35
05/19/2020, 2641.27, 0, 2653.51, 2690.33, 2640.72
05/18/2020, 2655.74, 0, 2667.96, 2684.79, 2642.63
05/15/2020, 2594.3, 0, 2514.17, 2595.66, 2506.5
05/14/2020, 2529.03, 0, 2482.37, 2530.94, 2451.09
05/13/2020, 2529.79, 0, 2618.82, 2631.82, 2477.38
05/12/2020, 2614.39, 0, 2680.4, 2716.43, 2614.39
05/11/2020, 2664.55, 0, 2592.96, 2682.63, 2584.77
05/08/2020, 2612.64, 0, 2602.17, 2626.65, 2573.29
05/07/2020, 2583.46, 0, 2576.31, 2598.06, 2551.74
05/06/2020, 2540.49, 0, 2519.59, 2564.99, 2505.78
05/05/2020, 2496.81, 0, 2478.76, 2532.83, 2476.6
05/04/2020, 2440.51, 0, 2360.18, 2440.51, 2358.31
05/01/2020, 2389.79, 0, 2420.72, 2436.62, 2351.7
04/30/2020, 2478.53, 0, 2515.79, 2534.87, 2477.73
04/29/2020, 2541.58, 0, 2503.67, 2555.08, 2479.01
04/28/2020, 2440.4, 0, 2512.09, 2512.09, 2422.78
04/27/2020, 2461.71, 0, 2448.07, 2484.06, 2436.87
04/24/2020, 2403.84, 0, 2368.23, 2408.82, 2349.53
04/23/2020, 2354.51, 0, 2353.82, 2400.43, 2348.78
04/22/2020, 2329.73, 0, 2320.53, 2336.53, 2304.23
04/21/2020, 2269.81, 0, 2298.29, 2307.97, 2229.86
04/20/2020, 2335.52, 0, 2277.32, 2382.39, 2275.33
04/17/2020, 2307.87, 0, 2286.41, 2308.03, 2266.37
04/16/2020, 2227.61, 0, 2227.15, 2241.27, 2187.42
04/15/2020, 2204.74, 0, 2203.15, 2225.62, 2186.06
04/14/2020, 2265.57, 0, 2240.29, 2274.02, 2236.66
04/13/2020, 2179.38, 0, 2180.96, 2181.55, 2139.23
04/09/2020, 2179.73, 0, 2171.73, 2201.43, 2143.76
04/08/2020, 2125.05, 0, 2067.32, 2125.37, 2050.01
04/07/2020, 2032.32, 0, 2108.23, 2117.86, 2029.9
04/06/2020, 2042.26, 0, 1978.85, 2042.41, 1973.93
04/03/2020, 1880, 0, 1931.72, 1938.1, 1861.71
04/02/2020, 1937.19, 0, 1898.29, 1956.43, 1887.96
04/01/2020, 1913.61, 0, 1970.08, 1996.67, 1906
03/31/2020, 2049.25, 0, 2056.47, 2086.82, 2010.84
03/30/2020, 2105.24, 0, 2069.89, 2105.24, 2044.36
03/27/2020, 2058.99, 0, 2054.58, 2109.82, 2037.26
03/26/2020, 2120.04, 0, 2042.59, 2137.47, 2042.16
03/25/2020, 2028.01, 0, 2027.32, 2088.6, 1990.4
